pokemon_id,name,species,weight,height,type1,type2,sprite,artwork,shiny_artwork,hp,attack,defense,special_attack,special_defense,speed,gen,romanji,jap_name,flavor_text,female,male,gender_label,special_group
192,sunflora,Sun Pokémon,85,8,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/192.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/192.png,75,75,55,105,85,30,generation-ii,Kimawari,キマワリ,"It converts sun­ light into energy. In the darkness after sunset, it closes its petals and becomes still.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
193,yanma,Clear Wing Pokémon,380,12,bug,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/193.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/193.png,65,65,45,75,45,95,generation-ii,Yanyanma,ヤンヤンマ,"If it flaps its wings really fast, it can generate shock waves that will shatter win­ dows in the area.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
194,wooper,Water Fish Pokémon,85,4,water,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/194.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/194.png,55,45,45,25,25,15,generation-ii,Upah,ウパー,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
195,quagsire,Water Fish Pokémon,750,14,water,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/195.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/195.png,95,85,85,65,65,35,generation-ii,Nuoh,ヌオー,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
196,espeon,Sun Pokémon,265,9,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/196.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/196.png,65,65,60,130,95,110,generation-ii,Eifie,エーフィ,It uses the fine hair that covers its body to sense air currents and predict its ene­ my's actions.,12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
197,umbreon,Moonlight Pokémon,270,10,dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/197.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/197.png,95,65,110,60,130,65,generation-ii,Blacky,ブラッキー,"When agitated, this POKéMON pro­ tects itself by spraying poisonous sweat from its pores.",12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
198,murkrow,Darkness Pokémon,21,5,dark,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/198.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/198.png,60,85,42,85,42,91,generation-ii,Yamikarasu,ヤミカラス,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
199,slowking,Royal Pokémon,795,20,water,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/199.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/199.png,95,75,80,100,110,30,generation-ii,Yadoking,ヤドキング,"It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
200,misdreavus,Screech Pokémon,10,7,ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/200.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/200.png,60,60,60,85,85,85,generation-ii,Muma,ムウマ,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
201,unown,Symbol Pokémon,50,5,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/201.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/201.png,48,72,48,72,48,48,generation-ii,Unknown,アンノーン,Their shapes look like hieroglyphs on ancient tab­ lets. It is said that the two are somehow related.,0.0,0.0,Genderless,Ordinary
202,wobbuffet,Patient Pokémon,285,13,psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/202.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/202.png,190,33,58,33,58,33,generation-ii,Sonans,ソーナンス,"It hates light and shock. If attack­ ed, it inflates its body to pump up its counter­ strike.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
203,girafarig,Long Neck Pokémon,415,15,normal,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/203.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/203.png,70,80,65,90,65,85,generation-ii,Kirinriki,キリンリキ,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
204,pineco,Bagworm Pokémon,72,6,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/204.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/204.png,50,65,90,35,35,15,generation-ii,Kunugidama,クヌギダマ,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
205,forretress,Bagworm Pokémon,1258,12,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/205.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/205.png,75,90,140,60,60,40,generation-ii,Foretos,フォレトス,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
206,dunsparce,Land Snake Pokémon,140,15,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/206.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/206.png,100,70,70,65,65,45,generation-ii,Nokocchi,ノコッチ,"When spotted, this POKéMON escapes backward by furi­ ously boring into the ground with its tail.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
207,gligar,Fly Scorpion Pokémon,648,11,ground,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/207.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/207.png,65,75,105,35,65,85,generation-ii,Gliger,グライガー,It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
208,steelix,Iron Snake Pokémon,4000,92,steel,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/208.png,75,85,200,55,65,30,generation-ii,Haganeil,ハガネール,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
209,snubbull,Fairy Pokémon,78,6,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/209.png,60,80,50,40,40,30,generation-ii,Bulu,ブルー,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.",75.0,25.0,Female 75.0% / Male 25.0%,Ordinary
210,granbull,Fairy Pokémon,487,14,fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/210.png,90,120,75,60,60,45,generation-ii,Granbulu,グランブル,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker.",75.0,25.0,Female 75.0% / Male 25.0%,Ordinary
211,qwilfish,Balloon Pokémon,39,5,water,poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/211.png,65,95,85,55,55,85,generation-ii,Harysen,ハリーセン,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
212,scizor,Pincer Pokémon,1180,18,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/212.png,70,130,100,55,80,65,generation-ii,Hassam,ハッサム,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
213,shuckle,Mold Pokémon,205,6,bug,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/213.png,20,10,230,10,230,5,generation-ii,Tsubotsubo,ツボツボ,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
214,heracross,Single Horn Pokémon,540,15,bug,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/214.png,80,125,75,40,95,85,generation-ii,Heracros,ヘラクロス,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
215,sneasel,Sharp Claw Pokémon,280,9,dark,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/215.png,55,95,55,35,75,115,generation-ii,Nyula,ニューラ,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
216,teddiursa,Little Bear Pokémon,88,6,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/216.png,60,80,50,50,50,40,generation-ii,Himeguma,ヒメグマ,"If it finds honey, its crescent mark glows. It always licks its paws because they are soaked with honey.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
217,ursaring,Hibernator Pokémon,1258,18,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/217.png,90,130,75,75,75,55,generation-ii,Ringuma,リングマ,"Although it is a good climber, it prefers to snap trees with its forelegs and eat fallen BERRIES.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
218,slugma,Lava Pokémon,350,7,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/218.png,40,40,40,70,40,20,generation-ii,Magmag,マグマッグ,"It never sleeps. It has to keep moving because if it stopped, its magma body would cool and harden.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
219,magcargo,Lava Pokémon,550,8,fire,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/219.png,60,50,120,90,80,30,generation-ii,Magcargot,マグカルゴ,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
220,swinub,Pig Pokémon,65,4,ice,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/220.png,50,50,40,30,30,50,generation-ii,Urimoo,ウリムー,It rubs its snout on the ground to find and dig up food. It sometimes discovers hot springs.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
221,piloswine,Swine Pokémon,558,11,ice,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/221.png,100,100,80,60,60,50,generation-ii,Inomoo,イノムー,"Because the long hair all over its body obscures its sight, it just keeps charging repeatedly.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
222,corsola,Coral Pokémon,50,6,water,rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/222.png,65,55,95,65,95,35,generation-ii,Sunnygo,サニーゴ,It continuously sheds and grows. The tip of its head is prized as a treasure for its beauty.,75.0,25.0,Female 75.0% / Male 25.0%,Ordinary
223,remoraid,Jet Pokémon,120,6,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/223.png,35,65,35,65,35,65,generation-ii,Teppouo,テッポウオ,It has superb ac­ curacy. The water it shoots out can strike even moving prey from more than 300 feet.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
224,octillery,Jet Pokémon,285,9,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/224.png,75,105,75,105,75,45,generation-ii,Okutank,オクタン,It traps enemies with its suction- cupped tentacles then smashes them with its rock-hard head.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
225,delibird,Delivery Pokémon,160,9,ice,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/225.png,45,55,45,65,45,75,generation-ii,Delibird,デリバード,It carries food all day long. There are tales about lost people who were saved by the food it had.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
226,mantine,Kite Pokémon,2200,21,water,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/226.png,85,40,70,80,140,70,generation-ii,Mantain,マンタイン,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
227,skarmory,Armor Bird Pokémon,505,17,steel,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/227.png,65,80,140,40,70,70,generation-ii,Airmd,エアームド,"Its sturdy wings look heavy, but they are actually hollow and light, allowing it to fly freely in the sky.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
228,houndour,Dark Pokémon,108,6,dark,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/228.png,45,60,30,80,50,65,generation-ii,Delvil,デルビル,It uses different kinds of cries for communicating with others of its kind and for pursuing its prey.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
229,houndoom,Dark Pokémon,350,14,dark,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/229.png,75,90,50,110,80,95,generation-ii,Hellgar,ヘルガー,"If you are burned by the flames it shoots from its mouth, the pain will never go away.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
230,kingdra,Dragon Pokémon,1520,18,water,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/230.png,75,95,95,95,95,85,generation-ii,Kingdra,キングドラ,It is said that it usually hides in underwater caves. It can create whirlpools by yawning.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
231,phanpy,Long Nose Pokémon,335,5,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/231.png,90,60,60,40,40,40,generation-ii,Gomazou,ゴマゾウ,"It swings its long snout around play­ fully, but because it is so strong, that can be dan­ gerous.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
232,donphan,Armor Pokémon,1200,11,ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/232.png,90,120,120,60,60,50,generation-ii,Donfan,ドンファン,"It has sharp, hard tusks and a rugged hide. Its TACKLE is strong enough to knock down a house.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
233,porygon2,Virtual Pokémon,325,6,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/233.png,85,80,90,105,95,60,generation-ii,Porygon2,ポリゴン２,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though.",0.0,0.0,Genderless,Ordinary
234,stantler,Big Horn Pokémon,712,14,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/234.png,73,95,62,85,65,85,generation-ii,Odoshishi,オドシシ,The curved antlers subtly change the flow of air to create a strange space where real­ ity is distorted.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
235,smeargle,Painter Pokémon,580,12,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/235.png,55,20,35,20,45,75,generation-ii,Doble,ドーブル,A special fluid oozes from the tip of its tail. It paints the fluid everywhere to mark its territory.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
236,tyrogue,Scuffle Pokémon,210,7,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/236.png,35,35,35,35,35,35,generation-ii,Balkie,バルキー,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses.",0.0,100.0,Female 0.0% / Male 100.0%,Baby
237,hitmontop,Handstand Pokémon,480,14,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/237.png,50,95,95,35,110,70,generation-ii,Kapoerer,カポエラー,"If you become enchanted by its smooth, elegant, dance-like kicks, you may get drilled hard.",0.0,100.0,Female 0.0% / Male 100.0%,Ordinary
238,smoochum,Kiss Pokémon,60,4,ice,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/238.png,45,30,15,85,65,65,generation-ii,Muchul,ムチュール,Its lips are the most sensitive parts on its body. It always uses its lips first to examine things.,100.0,0.0,Female 100.0% / Male 0.0%,Baby
239,elekid,Electric Pokémon,235,6,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/239.png,45,63,37,65,55,95,generation-ii,Elekid,エレキッド,"It rotates its arms to generate electricity, but it tires easily, so it charges up only a little bit.",25.0,75.0,Female 25.0% / Male 75.0%,Baby
240,magby,Live Coal Pokémon,214,7,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/240.png,45,75,37,70,55,83,generation-ii,Buby,ブビィ,"Each and every time it inhales and exhales, hot embers dribble out of its mouth and nostrils.",25.0,75.0,Female 25.0% / Male 75.0%,Baby
241,miltank,Milk Cow Pokémon,755,12,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/241.png,95,80,105,40,70,100,generation-ii,Miltank,ミルタンク,"Its milk is packed with nutrition, making it the ultimate beverage for the sick or weary.",100.0,0.0,Female 100.0% / Male 0.0%,Ordinary
242,blissey,Happiness Pokémon,468,15,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/242.png,255,10,10,75,135,55,generation-ii,Happinas,ハピナス,Anyone who takes even one bite of BLISSEY's egg be­ comes unfailingly caring and pleas­ ant to everyone.,100.0,0.0,Female 100.0% / Male 0.0%,Ordinary
243,raikou,Thunder Pokémon,1780,19,electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/243.png,90,85,75,115,100,115,generation-ii,Raikou,ライコウ,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,0.0,0.0,Genderless,Legendary
244,entei,Volcano Pokémon,1980,21,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/244.png,115,115,85,90,75,100,generation-ii,Entei,エンテイ,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land.",0.0,0.0,Genderless,Legendary
